count,date,itemID,type,buy_delisted,buy_listed,buy_sold,buy_value,buy_price,buy_price_avg,buy_price_max,buy_price_min,buy_price_stdev,buy_quantity,buy_quantity_avg,buy_quantity_max,buy_quantity_min,buy_quantity_stdev,sell_delisted,sell_listed,sell_sold,sell_value,sell_price,sell_price_avg,sell_price_max,sell_price_min,sell_price_stdev,sell_quantity,sell_quantity_avg,sell_quantity_max,sell_quantity_min,sell_quantity_stdev,
1,2012-10-12T00:00:00.000Z,19976,,,,,,,,290,290,,,,40214,40214,,,,,,,,332,332,,,,10545,10545,,
1,2012-10-13T00:00:00.000Z,19976,,,,,,,,383,383,,,,39159,39159,,,,,,,,423,423,,,,8299,8299,,
1,2012-10-14T00:00:00.000Z,19976,,,,,,,,306,306,,,,37805,37805,,,,,,,,347,347,,,,13351,13351,,
1,2012-10-15T00:00:00.000Z,19976,,,,,,,,307,307,,,,41808,41808,,,,,,,,351,351,,,,16178,16178,,
1,2012-10-16T00:00:00.000Z,19976,,,,,,,,315,315,,,,44020,44020,,,,,,,,360,360,,,,16382,16382,,
1,2012-10-17T00:00:00.000Z,19976,,,,,,,,353,353,,,,46505,46505,,,,,,,,392,392,,,,13182,13182,,
1,2012-10-18T00:00:00.000Z,19976,,,,,,,,382,382,,,,45946,45946,,,,,,,,422,422,,,,11356,11356,,
1,2012-10-19T00:00:00.000Z,19976,,,,,,,,424,424,,,,46414,46414,,,,,,,,467,467,,,,10094,10094,,
1,2012-10-20T00:00:00.000Z,19976,,,,,,,,510,510,,,,47853,47853,,,,,,,,557,557,,,,12576,12576,,
1,2012-10-21T00:00:00.000Z,19976,,,,,,,,419,419,,,,47532,47532,,,,,,,,462,462,,,,20421,20421,,
1,2012-10-22T00:00:00.000Z,19976,,,,,,,,407,407,,,,46293,46293,,,,,,,,449,449,,,,22712,22712,,
1,2012-10-23T00:00:00.000Z,19976,,,,,,,,413,413,,,,65784,65784,,,,,,,,466,466,,,,20869,20869,,
1,2012-10-24T00:00:00.000Z,19976,,,,,,,,317,317,,,,457678,457678,,,,,,,,349,349,,,,22471,22471,,
1,2012-10-25T00:00:00.000Z,19976,,,,,,,,286,286,,,,92890,92890,,,,,,,,316,316,,,,26837,26837,,
1,2012-10-26T00:00:00.000Z,19976,,,,,,,,265,265,,,,42653,42653,,,,,,,,300,300,,,,28049,28049,,
1,2012-10-27T00:00:00.000Z,19976,,,,,,,,250,250,,,,39627,39627,,,,,,,,280,280,,,,30984,30984,,
1,2012-10-29T00:00:00.000Z,19976,,,,,,,,218,218,,,,42199,42199,,,,,,,,246,246,,,,36038,36038,,
1,2012-10-30T00:00:00.000Z,19976,,,,,,,,223,223,,,,45230,45230,,,,,,,,252,252,,,,36761,36761,,
1,2012-10-31T00:00:00.000Z,19976,,,,,,,,226,226,,,,44458,44458,,,,,,,,256,256,,,,37579,37579,,
1,2012-11-01T00:00:00.000Z,19976,,,,,,,,224,224,,,,43422,43422,,,,,,,,256,256,,,,37632,37632,,
1,2012-11-02T00:00:00.000Z,19976,,,,,,,,313,313,,,,46831,46831,,,,,,,,341,341,,,,28730,28730,,
1,2012-11-03T00:00:00.000Z,19976,,,,,,,,317,317,,,,46999,46999,,,,,,,,357,357,,,,31119,31119,,
1,2012-11-04T00:00:00.000Z,19976,,,,,,,,303,303,,,,44200,44200,,,,,,,,347,347,,,,34141,34141,,
1,2012-11-05T00:00:00.000Z,19976,,,,,,,,295,295,,,,43320,43320,,,,,,,,331,331,,,,37652,37652,,
1,2012-11-06T00:00:00.000Z,19976,,,,,,,,282,282,,,,42893,42893,,,,,,,,322,322,,,,39821,39821,,
1,2012-11-07T00:00:00.000Z,19976,,,,,,,,291,291,,,,45450,45450,,,,,,,,333,333,,,,38034,38034,,
1,2012-11-08T00:00:00.000Z,19976,,,,,,,,292,292,,,,44805,44805,,,,,,,,331,331,,,,36985,36985,,
1,2012-11-09T00:00:00.000Z,19976,,,,,,,,308,308,,,,48983,48983,,,,,,,,347,347,,,,34834,34834,,
1,2012-11-10T00:00:00.000Z,19976,,,,,,,,305,305,,,,47173,47173,,,,,,,,346,346,,,,36985,36985,,
1,2012-11-11T00:00:00.000Z,19976,,,,,,,,301,301,,,,46826,46826,,,,,,,,343,343,,,,36922,36922,,
1,2012-11-12T00:00:00.000Z,19976,,,,,,,,299,299,,,,46905,46905,,,,,,,,335,335,,,,38802,38802,,
1,2012-11-13T00:00:00.000Z,19976,,,,,,,,302,302,,,,46807,46807,,,,,,,,340,340,,,,36533,36533,,
1,2012-11-14T00:00:00.000Z,19976,,,,,,,,305,305,,,,48497,48497,,,,,,,,343,343,,,,37902,37902,,
1,2012-11-15T00:00:00.000Z,19976,,,,,,,,350,350,,,,50945,50945,,,,,,,,387,387,,,,28361,28361,,
1,2012-11-16T00:00:00.000Z,19976,,,,,,,,380,380,,,,54677,54677,,,,,,,,418,418,,,,26976,26976,,
1,2012-11-17T00:00:00.000Z,19976,,,,,,,,323,323,,,,53838,53838,,,,,,,,366,366,,,,33008,33008,,
1,2012-11-18T00:00:00.000Z,19976,,,,,,,,303,303,,,,52084,52084,,,,,,,,347,347,,,,35984,35984,,
1,2012-11-19T00:00:00.000Z,19976,,,,,,,,274,274,,,,51382,51382,,,,,,,,306,306,,,,38398,38398,,
1,2012-11-20T00:00:00.000Z,19976,,,,,,,,263,263,,,,51627,51627,,,,,,,,298,298,,,,45304,45304,,
1,2012-11-21T00:00:00.000Z,19976,,,,,,,,272,272,,,,53498,53498,,,,,,,,307,307,,,,47896,47896,,
1,2012-11-22T00:00:00.000Z,19976,,,,,,,,284,284,,,,52021,52021,,,,,,,,325,325,,,,44350,44350,,
1,2012-11-23T00:00:00.000Z,19976,,,,,,,,311,311,,,,51015,51015,,,,,,,,347,347,,,,42090,42090,,
1,2012-11-24T00:00:00.000Z,19976,,,,,,,,309,309,,,,48052,48052,,,,,,,,351,351,,,,43089,43089,,
1,2012-11-25T00:00:00.000Z,19976,,,,,,,,306,306,,,,46001,46001,,,,,,,,350,350,,,,42454,42454,,
1,2012-11-26T00:00:00.000Z,19976,,,,,,,,310,310,,,,46498,46498,,,,,,,,352,352,,,,41304,41304,,
1,2012-11-27T00:00:00.000Z,19976,,,,,,,,318,318,,,,50045,50045,,,,,,,,360,360,,,,38461,38461,,
1,2012-11-28T00:00:00.000Z,19976,,,,,,,,328,328,,,,51473,51473,,,,,,,,373,373,,,,34257,34257,,
1,2012-11-29T00:00:00.000Z,19976,,,,,,,,342,342,,,,54796,54796,,,,,,,,393,393,,,,29870,29870,,
1,2012-11-30T00:00:00.000Z,19976,,,,,,,,361,361,,,,54479,54479,,,,,,,,407,407,,,,28710,28710,,
1,2012-12-01T00:00:00.000Z,19976,,,,,,,,381,381,,,,52286,52286,,,,,,,,430,430,,,,25934,25934,,
1,2012-12-02T00:00:00.000Z,19976,,,,,,,,429,429,,,,53200,53200,,,,,,,,480,480,,,,19211,19211,,
1,2012-12-03T00:00:00.000Z,19976,,,,,,,,444,444,,,,48882,48882,,,,,,,,504,504,,,,19487,19487,,
1,2012-12-04T00:00:00.000Z,19976,,,,,,,,439,439,,,,47677,47677,,,,,,,,506,506,,,,22642,22642,,
1,2012-12-05T00:00:00.000Z,19976,,,,,,,,459,459,,,,50325,50325,,,,,,,,528,528,,,,19939,19939,,
1,2012-12-06T00:00:00.000Z,19976,,,,,,,,526,526,,,,53144,53144,,,,,,,,591,591,,,,12469,12469,,
1,2012-12-07T00:00:00.000Z,19976,,,,,,,,535,535,,,,51324,51324,,,,,,,,606,606,,,,9766,9766,,
1,2012-12-08T00:00:00.000Z,19976,,,,,,,,568,568,,,,53640,53640,,,,,,,,650,650,,,,9281,9281,,
1,2012-12-09T00:00:00.000Z,19976,,,,,,,,660,660,,,,52730,52730,,,,,,,,743,743,,,,9276,9276,,
1,2012-12-10T00:00:00.000Z,19976,,,,,,,,661,661,,,,52108,52108,,,,,,,,737,737,,,,10635,10635,,
1,2012-12-11T00:00:00.000Z,19976,,,,,,,,712,712,,,,53529,53529,,,,,,,,825,825,,,,8777,8777,,
1,2012-12-12T00:00:00.000Z,19976,,,,,,,,826,826,,,,50707,50707,,,,,,,,899,899,,,,11352,11352,,
1,2012-12-13T00:00:00.000Z,19976,,,,,,,,773,773,,,,49611,49611,,,,,,,,880,880,,,,14123,14123,,
1,2012-12-14T00:00:00.000Z,19976,,,,,,,,722,722,,,,50026,50026,,,,,,,,821,821,,,,15905,15905,,
1,2012-12-15T00:00:00.000Z,19976,,,,,,,,754,754,,,,51093,51093,,,,,,,,875,875,,,,11736,11736,,
1,2012-12-16T00:00:00.000Z,19976,,,,,,,,769,769,,,,30947,30947,,,,,,,,843,843,,,,7857,7857,,
1,2012-12-17T00:00:00.000Z,19976,,,,,,,,740,740,,,,50198,50198,,,,,,,,855,855,,,,15464,15464,,
1,2012-12-18T00:00:00.000Z,19976,,,,,,,,789,789,,,,55732,55732,,,,,,,,892,892,,,,13999,13999,,
1,2012-12-19T00:00:00.000Z,19976,,,,,,,,769,769,,,,54058,54058,,,,,,,,873,873,,,,13464,13464,,
1,2012-12-20T00:00:00.000Z,19976,,,,,,,,788,788,,,,53245,53245,,,,,,,,898,898,,,,14055,14055,,
1,2012-12-21T00:00:00.000Z,19976,,,,,,,,796,796,,,,51322,51322,,,,,,,,908,908,,,,14282,14282,,
1,2012-12-22T00:00:00.000Z,19976,,,,,,,,811,811,,,,50150,50150,,,,,,,,931,931,,,,12546,12546,,
1,2012-12-23T00:00:00.000Z,19976,,,,,,,,824,824,,,,50103,50103,,,,,,,,950,950,,,,11228,11228,,
1,2012-12-24T00:00:00.000Z,19976,,,,,,,,836,836,,,,51163,51163,,,,,,,,941,941,,,,11778,11778,,
1,2012-12-25T00:00:00.000Z,19976,,,,,,,,890,890,,,,53885,53885,,,,,,,,1016,1016,,,,7822,7822,,
1,2012-12-26T00:00:00.000Z,19976,,,,,,,,907,907,,,,55191,55191,,,,,,,,1040,1040,,,,8433,8433,,
1,2012-12-27T00:00:00.000Z,19976,,,,,,,,1018,1018,,,,56976,56976,,,,,,,,1177,1177,,,,7026,7026,,
1,2012-12-28T00:00:00.000Z,19976,,,,,,,,1170,1170,,,,56935,56935,,,,,,,,1313,1313,,,,9472,9472,,
1,2012-12-29T00:00:00.000Z,19976,,,,,,,,1118,1118,,,,56563,56563,,,,,,,,1268,1268,,,,12182,12182,,
1,2012-12-30T00:00:00.000Z,19976,,,,,,,,1146,1146,,,,55636,55636,,,,,,,,1299,1299,,,,11733,11733,,
1,2012-12-31T00:00:00.000Z,19976,,,,,,,,1137,1137,,,,52676,52676,,,,,,,,1274,1274,,,,13499,13499,,
1,2013-01-01T00:00:00.000Z,19976,,,,,,,,1071,1071,,,,50142,50142,,,,,,,,1219,1219,,,,15411,15411,,
1,2013-01-02T00:00:00.000Z,19976,,,,,,,,1097,1097,,,,52599,52599,,,,,,,,1226,1226,,,,14753,14753,,
1,2013-01-03T00:00:00.000Z,19976,,,,,,,,1106,1106,,,,56132,56132,,,,,,,,1253,1253,,,,13176,13176,,
1,2013-01-04T00:00:00.000Z,19976,,,,,,,,1160,1160,,,,55053,55053,,,,,,,,1300,1300,,,,12220,12220,,
1,2013-01-05T00:00:00.000Z,19976,,,,,,,,1228,1228,,,,52220,52220,,,,,,,,1387,1387,,,,8005,8005,,
1,2013-01-06T00:00:00.000Z,19976,,,,,,,,1321,1321,,,,52170,52170,,,,,,,,1503,1503,,,,8338,8338,,
1,2013-01-07T00:00:00.000Z,19976,,,,,,,,1346,1346,,,,50239,50239,,,,,,,,1500,1500,,,,11229,11229,,
1,2013-01-08T00:00:00.000Z,19976,,,,,,,,1347,1347,,,,49389,49389,,,,,,,,1519,1519,,,,12010,12010,,
1,2013-01-09T00:00:00.000Z,19976,,,,,,,,1345,1345,,,,49155,49155,,,,,,,,1516,1516,,,,12710,12710,,
1,2013-01-10T00:00:00.000Z,19976,,,,,,,,1354,1354,,,,50188,50188,,,,,,,,1518,1518,,,,12385,12385,,
1,2013-01-11T00:00:00.000Z,19976,,,,,,,,1364,1364,,,,50407,50407,,,,,,,,1525,1525,,,,13637,13637,,
1,2013-01-12T00:00:00.000Z,19976,,,,,,,,1382,1382,,,,49937,49937,,,,,,,,1536,1536,,,,11390,11390,,
1,2013-01-13T00:00:00.000Z,19976,,,,,,,,1395,1395,,,,52109,52109,,,,,,,,1546,1546,,,,10563,10563,,
1,2013-01-14T00:00:00.000Z,19976,,,,,,,,1364,1364,,,,50241,50241,,,,,,,,1509,1509,,,,13744,13744,,
1,2013-01-15T00:00:00.000Z,19976,,,,,,,,1321,1321,,,,49442,49442,,,,,,,,1467,1467,,,,16890,16890,,
1,2013-01-16T00:00:00.000Z,19976,,,,,,,,1287,1287,,,,47467,47467,,,,,,,,1433,1433,,,,17505,17505,,
1,2013-01-17T00:00:00.000Z,19976,,,,,,,,1257,1257,,,,48365,48365,,,,,,,,1422,1422,,,,18957,18957,,
1,2013-01-18T00:00:00.000Z,19976,,,,,,,,1287,1287,,,,48570,48570,,,,,,,,1450,1450,,,,17623,17623,,
1,2013-01-19T00:00:00.000Z,19976,,,,,,,,1303,1303,,,,48350,48350,,,,,,,,1452,1452,,,,17754,17754,,
1,2013-01-20T00:00:00.000Z,19976,,,,,,,,1269,1269,,,,48749,48749,,,,,,,,1437,1437,,,,20295,20295,,
1,2013-01-21T00:00:00.000Z,19976,,,,,,,,1245,1245,,,,45497,45497,,,,,,,,1397,1397,,,,22741,22741,,
1,2013-01-22T00:00:00.000Z,19976,,,,,,,,1202,1202,,,,46036,46036,,,,,,,,1376,1376,,,,24761,24761,,
1,2013-01-23T00:00:00.000Z,19976,,,,,,,,1225,1225,,,,46937,46937,,,,,,,,1381,1381,,,,23676,23676,,
1,2013-01-24T00:00:00.000Z,19976,,,,,,,,1213,1213,,,,45166,45166,,,,,,,,1363,1363,,,,25469,25469,,
1,2013-01-25T00:00:00.000Z,19976,,,,,,,,1220,1220,,,,44814,44814,,,,,,,,1386,1386,,,,24763,24763,,
1,2013-01-26T00:00:00.000Z,19976,,,,,,,,1195,1195,,,,44277,44277,,,,,,,,1358,1358,,,,26710,26710,,
1,2013-01-27T00:00:00.000Z,19976,,,,,,,,1123,1123,,,,43980,43980,,,,,,,,1298,1298,,,,29206,29206,,
1,2013-01-28T00:00:00.000Z,19976,,,,,,,,1118,1118,,,,44044,44044,,,,,,,,1266,1266,,,,30430,30430,,
1,2013-01-29T00:00:00.000Z,19976,,,,,,,,1110,1110,,,,43783,43783,,,,,,,,1248,1248,,,,31789,31789,,
1,2013-01-30T00:00:00.000Z,19976,,,,,,,,1142,1142,,,,44128,44128,,,,,,,,1314,1314,,,,27730,27730,,
1,2013-01-31T00:00:00.000Z,19976,,,,,,,,1121,1121,,,,42991,42991,,,,,,,,1276,1276,,,,30649,30649,,
1,2013-02-01T00:00:00.000Z,19976,,,,,,,,1071,1071,,,,42870,42870,,,,,,,,1220,1220,,,,33895,33895,,
1,2013-02-02T00:00:00.000Z,19976,,,,,,,,1105,1105,,,,45311,45311,,,,,,,,1245,1245,,,,33688,33688,,
1,2013-02-03T00:00:00.000Z,19976,,,,,,,,1099,1099,,,,48531,48531,,,,,,,,1252,1252,,,,32462,32462,,
1,2013-02-04T00:00:00.000Z,19976,,,,,,,,1075,1075,,,,46970,46970,,,,,,,,1221,1221,,,,34334,34334,,
1,2013-02-05T00:00:00.000Z,19976,,,,,,,,1064,1064,,,,44845,44845,,,,,,,,1217,1217,,,,37499,37499,,
1,2013-02-06T00:00:00.000Z,19976,,,,,,,,1039,1039,,,,44784,44784,,,,,,,,1161,1161,,,,38361,38361,,
1,2013-02-07T00:00:00.000Z,19976,,,,,,,,996,996,,,,41164,41164,,,,,,,,1115,1115,,,,40410,40410,,
1,2013-02-08T00:00:00.000Z,19976,,,,,,,,953,953,,,,41231,41231,,,,,,,,1076,1076,,,,40896,40896,,
1,2013-02-09T00:00:00.000Z,19976,,,,,,,,935,935,,,,43661,43661,,,,,,,,1046,1046,,,,42330,42330,,
1,2013-02-10T00:00:00.000Z,19976,,,,,,,,916,916,,,,42662,42662,,,,,,,,1021,1021,,,,43539,43539,,
1,2013-02-11T00:00:00.000Z,19976,,,,,,,,868,868,,,,45363,45363,,,,,,,,980,980,,,,44607,44607,,
1,2013-02-12T00:00:00.000Z,19976,,,,,,,,874,874,,,,46063,46063,,,,,,,,974,974,,,,43988,43988,,
1,2013-02-13T00:00:00.000Z,19976,,,,,,,,878,878,,,,47173,47173,,,,,,,,988,988,,,,42487,42487,,
1,2013-02-14T00:00:00.000Z,19976,,,,,,,,901,901,,,,46719,46719,,,,,,,,1013,1013,,,,41654,41654,,
1,2013-02-15T00:00:00.000Z,19976,,,,,,,,895,895,,,,44470,44470,,,,,,,,1002,1002,,,,42467,42467,,
1,2013-02-16T00:00:00.000Z,19976,,,,,,,,874,874,,,,44358,44358,,,,,,,,984,984,,,,43932,43932,,
1,2013-02-17T00:00:00.000Z,19976,,,,,,,,869,869,,,,44429,44429,,,,,,,,965,965,,,,46381,46381,,
1,2013-02-18T00:00:00.000Z,19976,,,,,,,,802,802,,,,41477,41477,,,,,,,,914,914,,,,50406,50406,,
1,2013-02-19T00:00:00.000Z,19976,,,,,,,,774,774,,,,43154,43154,,,,,,,,881,881,,,,53748,53748,,
1,2013-02-20T00:00:00.000Z,19976,,,,,,,,770,770,,,,47197,47197,,,,,,,,867,867,,,,54656,54656,,
1,2013-02-21T00:00:00.000Z,19976,,,,,,,,775,775,,,,47630,47630,,,,,,,,868,868,,,,51279,51279,,
1,2013-02-22T00:00:00.000Z,19976,,,,,,,,812,812,,,,49888,49888,,,,,,,,913,913,,,,45712,45712,,
1,2013-02-23T00:00:00.000Z,19976,,,,,,,,807,807,,,,48353,48353,,,,,,,,918,918,,,,44634,44634,,
1,2013-02-24T00:00:00.000Z,19976,,,,,,,,766,766,,,,44005,44005,,,,,,,,850,850,,,,49100,49100,,
1,2013-02-25T00:00:00.000Z,19976,,,,,,,,766,766,,,,42809,42809,,,,,,,,869,869,,,,49616,49616,,
1,2013-02-26T00:00:00.000Z,19976,,,,,,,,767,767,,,,44189,44189,,,,,,,,847,847,,,,49388,49388,,
1,2013-02-27T00:00:00.000Z,19976,,,,,,,,765,765,,,,43557,43557,,,,,,,,862,862,,,,50493,50493,,
1,2013-02-28T00:00:00.000Z,19976,,,,,,,,736,736,,,,42439,42439,,,,,,,,846,846,,,,50522,50522,,
1,2013-03-01T00:00:00.000Z,19976,,,,,,,,695,695,,,,41594,41594,,,,,,,,794,794,,,,54702,54702,,
1,2013-03-02T00:00:00.000Z,19976,,,,,,,,651,651,,,,43720,43720,,,,,,,,741,741,,,,56929,56929,,
1,2013-03-03T00:00:00.000Z,19976,,,,,,,,702,702,,,,42293,42293,,,,,,,,824,824,,,,49416,49416,,
1,2013-03-04T00:00:00.000Z,19976,,,,,,,,759,759,,,,44402,44402,,,,,,,,879,879,,,,46563,46563,,
1,2013-03-05T00:00:00.000Z,19976,,,,,,,,687,687,,,,42697,42697,,,,,,,,783,783,,,,49315,49315,,
1,2013-03-06T00:00:00.000Z,19976,,,,,,,,665,665,,,,42989,42989,,,,,,,,770,770,,,,54405,54405,,
1,2013-03-07T00:00:00.000Z,19976,,,,,,,,634,634,,,,43841,43841,,,,,,,,721,721,,,,57276,57276,,
1,2013-03-08T00:00:00.000Z,19976,,,,,,,,607,607,,,,41883,41883,,,,,,,,697,697,,,,59078,59078,,
1,2013-03-09T00:00:00.000Z,19976,,,,,,,,617,617,,,,44365,44365,,,,,,,,729,729,,,,56628,56628,,
1,2013-03-10T00:00:00.000Z,19976,,,,,,,,618,618,,,,44853,44853,,,,,,,,711,711,,,,58668,58668,,
1,2013-03-11T00:00:00.000Z,19976,,,,,,,,611,611,,,,44265,44265,,,,,,,,696,696,,,,61619,61619,,
1,2013-03-12T00:00:00.000Z,19976,,,,,,,,606,606,,,,44534,44534,,,,,,,,693,693,,,,62738,62738,,
1,2013-03-13T00:00:00.000Z,19976,,,,,,,,586,586,,,,43352,43352,,,,,,,,676,676,,,,63286,63286,,
1,2013-03-14T00:00:00.000Z,19976,,,,,,,,587,587,,,,43252,43252,,,,,,,,672,672,,,,63607,63607,,
1,2013-03-15T00:00:00.000Z,19976,,,,,,,,574,574,,,,46685,46685,,,,,,,,661,661,,,,61803,61803,,
1,2013-03-16T00:00:00.000Z,19976,,,,,,,,593,593,,,,49743,49743,,,,,,,,681,681,,,,59668,59668,,
1,2013-03-17T00:00:00.000Z,19976,,,,,,,,600,600,,,,50927,50927,,,,,,,,694,694,,,,58304,58304,,
1,2013-03-18T00:00:00.000Z,19976,,,,,,,,608,608,,,,51156,51156,,,,,,,,699,699,,,,58541,58541,,
1,2013-03-19T00:00:00.000Z,19976,,,,,,,,612,612,,,,57558,57558,,,,,,,,707,707,,,,58902,58902,,
1,2013-03-20T00:00:00.000Z,19976,,,,,,,,631,631,,,,55274,55274,,,,,,,,725,725,,,,56792,56792,,
1,2013-03-21T00:00:00.000Z,19976,,,,,,,,627,627,,,,52838,52838,,,,,,,,722,722,,,,55867,55867,,
1,2013-03-22T00:00:00.000Z,19976,,,,,,,,632,632,,,,47551,47551,,,,,,,,733,733,,,,58704,58704,,
1,2013-03-23T00:00:00.000Z,19976,,,,,,,,652,652,,,,50135,50135,,,,,,,,755,755,,,,54669,54669,,
1,2013-03-24T00:00:00.000Z,19976,,,,,,,,648,648,,,,48745,48745,,,,,,,,740,740,,,,58039,58039,,
1,2013-03-25T00:00:00.000Z,19976,,,,,,,,638,638,,,,47600,47600,,,,,,,,732,732,,,,63058,63058,,
1,2013-03-26T00:00:00.000Z,19976,,,,,,,,633,633,,,,48762,48762,,,,,,,,727,727,,,,62908,62908,,
1,2013-03-27T00:00:00.000Z,19976,,,,,,,,632,632,,,,47827,47827,,,,,,,,729,729,,,,62398,62398,,
1,2013-03-28T00:00:00.000Z,19976,,,,,,,,622,622,,,,53382,53382,,,,,,,,717,717,,,,67585,67585,,
1,2013-03-29T00:00:00.000Z,19976,,,,,,,,616,616,,,,58437,58437,,,,,,,,709,709,,,,68243,68243,,
1,2013-03-30T00:00:00.000Z,19976,,,,,,,,618,618,,,,60372,60372,,,,,,,,701,701,,,,67638,67638,,
1,2013-03-31T00:00:00.000Z,19976,,,,,,,,614,614,,,,55506,55506,,,,,,,,690,690,,,,73257,73257,,
1,2013-04-01T00:00:00.000Z,19976,,,,,,,,609,609,,,,53445,53445,,,,,,,,696,696,,,,73870,73870,,
1,2013-04-02T00:00:00.000Z,19976,,,,,,,,612,612,,,,53523,53523,,,,,,,,694,694,,,,70587,70587,,
1,2013-04-03T00:00:00.000Z,19976,,,,,,,,603,603,,,,47563,47563,,,,,,,,692,692,,,,70001,70001,,
1,2013-04-04T00:00:00.000Z,19976,,,,,,,,601,601,,,,43049,43049,,,,,,,,689,689,,,,70815,70815,,
1,2013-04-05T00:00:00.000Z,19976,,,,,,,,575,575,,,,41421,41421,,,,,,,,657,657,,,,70579,70579,,
1,2013-04-06T00:00:00.000Z,19976,,,,,,,,536,536,,,,42288,42288,,,,,,,,615,615,,,,74811,74811,,
1,2013-04-07T00:00:00.000Z,19976,,,,,,,,501,501,,,,42144,42144,,,,,,,,587,587,,,,76244,76244,,
1,2013-04-08T00:00:00.000Z,19976,,,,,,,,473,473,,,,43101,43101,,,,,,,,550,550,,,,78930,78930,,
1,2013-04-09T00:00:00.000Z,19976,,,,,,,,477,477,,,,44283,44283,,,,,,,,556,556,,,,79405,79405,,
1,2013-04-10T00:00:00.000Z,19976,,,,,,,,468,468,,,,40278,40278,,,,,,,,545,545,,,,81232,81232,,
1,2013-04-11T00:00:00.000Z,19976,,,,,,,,445,445,,,,41990,41990,,,,,,,,522,522,,,,86122,86122,,
1,2013-04-12T00:00:00.000Z,19976,,,,,,,,450,450,,,,41346,41346,,,,,,,,529,529,,,,84946,84946,,
1,2013-04-13T00:00:00.000Z,19976,,,,,,,,442,442,,,,42020,42020,,,,,,,,517,517,,,,83959,83959,,
1,2013-04-14T00:00:00.000Z,19976,,,,,,,,431,431,,,,40773,40773,,,,,,,,509,509,,,,83017,83017,,
1,2013-04-15T00:00:00.000Z,19976,,,,,,,,417,417,,,,40416,40416,,,,,,,,485,485,,,,85059,85059,,
1,2013-04-16T00:00:00.000Z,19976,,,,,,,,413,413,,,,45849,45849,,,,,,,,480,480,,,,85386,85386,,
1,2013-04-17T00:00:00.000Z,19976,,,,,,,,420,420,,,,50776,50776,,,,,,,,486,486,,,,83539,83539,,
1,2013-04-18T00:00:00.000Z,19976,,,,,,,,423,423,,,,45843,45843,,,,,,,,499,499,,,,79720,79720,,
1,2013-04-19T00:00:00.000Z,19976,,,,,,,,428,428,,,,46288,46288,,,,,,,,508,508,,,,79716,79716,,
1,2013-04-20T00:00:00.000Z,19976,,,,,,,,446,446,,,,47110,47110,,,,,,,,520,520,,,,78567,78567,,
1,2013-04-21T00:00:00.000Z,19976,,,,,,,,427,427,,,,42950,42950,,,,,,,,499,499,,,,80977,80977,,
1,2013-04-22T00:00:00.000Z,19976,,,,,,,,429,429,,,,44908,44908,,,,,,,,501,501,,,,81238,81238,,
1,2013-04-23T00:00:00.000Z,19976,,,,,,,,444,444,,,,49265,49265,,,,,,,,519,519,,,,77504,77504,,
1,2013-04-24T00:00:00.000Z,19976,,,,,,,,449,449,,,,50622,50622,,,,,,,,514,514,,,,76184,76184,,
1,2013-04-25T00:00:00.000Z,19976,,,,,,,,454,454,,,,50126,50126,,,,,,,,512,512,,,,78425,78425,,
1,2013-04-26T00:00:00.000Z,19976,,,,,,,,457,457,,,,46032,46032,,,,,,,,524,524,,,,75740,75740,,
1,2013-04-27T00:00:00.000Z,19976,,,,,,,,461,461,,,,45480,45480,,,,,,,,540,540,,,,72571,72571,,
1,2013-04-28T00:00:00.000Z,19976,,,,,,,,472,472,,,,47903,47903,,,,,,,,555,555,,,,70167,70167,,
1,2013-04-29T00:00:00.000Z,19976,,,,,,,,459,459,,,,45599,45599,,,,,,,,534,534,,,,72104,72104,,
1,2013-04-30T00:00:00.000Z,19976,,,,,,,,445,445,,,,42538,42538,,,,,,,,517,517,,,,75738,75738,,
1,2013-05-01T00:00:00.000Z,19976,,,,,,,,445,445,,,,42603,42603,,,,,,,,513,513,,,,75183,75183,,
1,2013-05-02T00:00:00.000Z,19976,,,,,,,,402,402,,,,38573,38573,,,,,,,,468,468,,,,77487,77487,,
1,2013-05-03T00:00:00.000Z,19976,,,,,,,,419,419,,,,41649,41649,,,,,,,,497,497,,,,78507,78507,,
1,2013-05-04T00:00:00.000Z,19976,,,,,,,,419,419,,,,42268,42268,,,,,,,,489,489,,,,80842,80842,,
1,2013-05-05T00:00:00.000Z,19976,,,,,,,,398,398,,,,40752,40752,,,,,,,,462,462,,,,88712,88712,,
1,2013-05-06T00:00:00.000Z,19976,,,,,,,,374,374,,,,39041,39041,,,,,,,,437,437,,,,99039,99039,,
1,2013-05-07T00:00:00.000Z,19976,,,,,,,,344,344,,,,42873,42873,,,,,,,,404,404,,,,103899,103899,,
1,2013-05-08T00:00:00.000Z,19976,,,,,,,,338,338,,,,44633,44633,,,,,,,,388,388,,,,110121,110121,,
1,2013-05-09T00:00:00.000Z,19976,,,,,,,,323,323,,,,40387,40387,,,,,,,,385,385,,,,104801,104801,,
1,2013-05-10T00:00:00.000Z,19976,,,,,,,,320,320,,,,43981,43981,,,,,,,,381,381,,,,105100,105100,,
1,2013-05-11T00:00:00.000Z,19976,,,,,,,,319,319,,,,41434,41434,,,,,,,,372,372,,,,103262,103262,,
1,2013-05-12T00:00:00.000Z,19976,,,,,,,,310,310,,,,39461,39461,,,,,,,,364,364,,,,102580,102580,,
